id,log_price,price,lon,lat
2628,8.346487,4215.346,104.1469571,30.82970995
2629,8.50581,4943.406,104.1498356,30.82795752
2630,8.653612,5730.81,104.1503964,30.82713363
2631,8.803091,6654.7827,104.1503385,30.82742626
2632,8.54371,5134.3564,104.1500004,30.82683299
2633,8.627993,5585.854,104.1566307,30.83017843
2634,8.739068,6242.0757,104.1562505,30.83009197
2635,8.704668,6030.999,104.1563106,30.82984434
2636,8.7505245,6313.999,104.1563957,30.82929051
2637,8.215464,3697.6902,104.1416922,30.82445772
2638,8.708846,6056.25,104.1502084,30.82611518
2639,8.659842,5766.621,104.1505094,30.82559459
2640,8.4559965,4703.1914,104.1507765,30.82657688
2641,8.624948,5568.871,104.1512871,30.82609515
